,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
80,88,3097388,20.0,0,1,1,1,1,39.92787,116.46037,0,3,1.0,1,1,588,1,0,3,28,58,88,363,2,0,2014/6/23,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
81,91,3139576,67.0,0,1,1,1,0,39.824659999999994,116.55588,0,2,1.0,1,1,200,1,0,2,29,59,89,364,3,0,2017/7/19,100,10,10,10,10,9,10,0,0,0,1,0,1,0,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
82,92,3200395,100.0,0,9,9,1,0,39.89394,116.4503,1,9,2.0,3,4,885,6,69,1,24,54,84,359,76,12,2014/7/14,88,9,9,10,10,10,9,1,0,0,9,7,2,0,1.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
83,93,3243363,100.0,1,2,2,1,1,39.95691,116.30551000000001,0,1,1.0,1,1,159,1,60,2,0,1,12,12,37,11,2016/12/7,100,10,10,10,10,10,10,0,0,0,2,0,2,0,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
84,94,3371149,90.0,0,2,2,1,0,39.87509,116.37138,1,6,1.0,3,3,698,6,100,2,30,60,79,170,39,6,2016/2/13,83,9,8,9,9,9,9,0,0,0,1,1,0,0,0.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
85,95,3387246,100.0,0,6,6,1,1,39.91005,116.5776,0,2,1.0,1,1,338,1,39,1,30,60,90,365,18,2,2014/10/9,95,9,9,10,10,9,9,1,1,0,6,6,0,0,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
86,96,3389315,86.0,0,4,4,1,1,40.44715,116.44703,0,8,1.0,3,4,1498,1,0,2,29,59,89,89,28,5,2014/7/28,93,9,9,10,10,10,9,0,0,0,2,2,0,0,0.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
87,97,3416332,100.0,0,1,1,1,1,40.045429999999996,116.29498000000001,0,1,1.0,1,1,311,1,0,1,0,0,0,221,7,0,2015/1/13,93,9,9,10,10,9,9,0,0,0,1,0,1,0,0.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
88,98,3429464,100.0,0,2,2,1,0,39.92102,116.58758999999999,1,8,1.0,3,4,987,5,100,2,0,0,4,225,1,0,2014/7/18,83,6,10,10,10,6,8,0,0,0,2,2,0,0,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
89,99,3518354,100.0,1,1,1,1,1,39.9234,116.50636000000002,0,2,1.0,1,1,263,1,0,1,30,60,90,365,26,6,2014/10/4,92,10,9,10,10,10,10,0,0,0,1,0,1,0,0.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
90,100,3649223,100.0,1,1,1,1,1,39.99006,116.33791000000001,0,3,1.0,1,1,270,2,80,1,17,17,19,62,139,86,2017/5/12,97,10,10,10,10,10,10,0,0,0,1,0,1,0,5.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
91,101,3681827,100.0,0,16,16,1,1,39.8628,116.42501999999999,0,6,2.0,2,4,788,4,65,2,0,0,0,0,109,12,2014/9/3,96,10,10,10,10,10,9,0,0,0,16,8,8,0,1.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
92,102,3714901,100.0,0,7,7,1,1,39.97616,116.49343999999999,1,2,1.0,1,1,401,1,0,2,27,57,87,362,31,5,2015/3/9,90,9,9,9,9,9,9,1,0,0,6,4,2,0,0.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
93,104,3863360,96.53,0,1,1,1,0,39.910959999999996,116.49851000000001,1,2,2.0,1,1,207,1,50,1,0,19,49,324,6,5,2018/2/8,90,9,9,10,10,10,10,1,0,0,1,0,1,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
94,106,3866222,100.0,0,11,11,1,1,39.84212,116.36148,1,2,0.5,1,1,138,1,35,1,30,60,90,181,23,5,2014/11/2,89,9,9,9,9,9,9,0,0,0,11,2,6,3,0.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
95,107,3878233,100.0,0,6,6,1,1,39.90804,116.57145,0,2,1.0,1,1,339,1,0,1,0,0,0,0,19,7,2014/11/26,94,10,9,10,10,9,10,1,1,0,6,6,0,0,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
96,109,3927018,100.0,1,1,1,1,0,39.91897,116.45598000000001,1,2,1.0,1,1,747,1,150,2,20,50,80,171,61,12,2015/1/17,99,10,10,10,10,10,10,0,0,0,1,1,0,0,1.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
97,110,4009332,100.0,1,66,66,1,1,39.92034,116.50235,1,4,2.0,2,2,581,4,100,3,25,55,85,360,3,1,2015/8/15,87,9,9,9,10,9,9,1,0,0,61,24,37,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
98,111,4028276,100.0,1,66,66,1,1,39.91894,116.50445,1,2,1.0,1,1,180,2,100,3,0,0,0,232,2,1,2015/11/18,90,10,9,9,9,9,10,1,0,0,61,24,37,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
99,112,4028395,100.0,1,66,66,1,1,39.91881,116.50403999999999,1,2,1.0,1,1,166,2,100,3,0,0,19,294,8,2,2015/11/18,100,10,10,10,10,10,10,1,0,0,61,24,37,0,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
100,113,4028476,100.0,1,66,66,1,1,39.92004,116.50293,1,2,1.0,1,1,263,2,100,2,27,57,87,362,10,5,2015/11/18,100,10,10,10,10,10,10,1,0,0,61,24,37,0,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
101,114,4028766,100.0,1,66,66,1,1,39.91967,116.50426999999999,0,2,1.0,1,1,228,2,100,3,25,55,85,360,1,1,2018/8/31,80,8,8,10,10,10,8,1,0,0,61,24,37,0,0.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
102,115,4028873,100.0,1,66,66,1,1,39.91854,116.50211000000002,0,2,1.0,1,1,263,2,100,3,25,55,85,360,1,1,2018/10/30,100,10,8,10,10,10,10,1,0,0,61,24,37,0,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
103,116,4102482,100.0,0,9,9,1,0,39.93974,116.44265,1,3,1.0,1,1,498,2,80,1,0,0,2,277,1,1,2019/3/28,100,10,10,10,10,10,10,0,0,0,9,8,1,0,0.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
104,117,4106251,100.0,0,1,1,1,1,39.93143,116.48696000000001,0,5,2.0,3,4,968,5,69,3,20,45,75,350,57,4,2014/10/8,95,10,9,10,10,9,10,0,0,0,1,1,0,0,1.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
105,118,4106316,0.0,0,1,1,1,0,39.9654,116.5041,1,2,2.0,1,1,456,1,0,1,29,59,89,179,2,0,2014/10/5,80,8,6,10,10,6,8,1,0,0,1,0,1,0,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
106,119,4121250,100.0,0,4,4,1,0,39.91912,116.37008,1,2,1.0,1,1,1182,1,0,1,25,52,81,119,4,2,2014/11/9,95,10,10,10,10,10,9,0,0,0,4,0,4,0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
107,120,4121580,100.0,0,4,4,1,0,39.91901,116.37111999999999,1,2,1.0,1,2,982,1,0,1,18,48,72,110,1,1,2019/2/8,100,10,10,10,10,10,10,0,0,0,4,0,4,0,0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
108,122,4165566,100.0,0,4,4,1,0,39.92105,116.37228,1,2,1.0,1,1,878,1,0,1,28,58,84,122,4,1,2015/1/2,100,10,10,10,10,10,10,0,0,0,4,0,4,0,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
109,123,4219257,80.0,0,3,3,1,0,39.90995,116.57891000000001,1,2,1.0,1,1,359,1,0,1,27,57,87,362,10,5,2017/1/16,96,10,10,10,10,9,9,1,0,0,3,3,0,0,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
110,124,4222923,80.0,0,3,3,1,0,39.910379999999996,116.57638999999999,0,2,1.0,1,1,359,1,0,1,27,57,87,177,20,1,2015/8/28,85,8,9,9,9,8,8,1,0,0,3,3,0,0,0.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
111,125,4258685,96.53,0,2,2,1,1,39.96979,116.32466000000001,1,2,1.0,1,1,284,1,0,2,0,0,0,0,11,0,2014/12/31,96,10,10,10,10,10,9,0,0,0,2,2,0,0,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
112,126,4278904,100.0,0,5,5,1,0,39.94379,116.46095,0,2,1.0,1,1,228,1,60,1,23,53,83,358,17,0,2014/11/3,98,10,10,10,10,10,10,0,0,0,5,0,5,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
113,127,4280214,100.0,0,5,5,1,0,39.94374000000001,116.46751,0,2,1.0,1,1,228,1,60,1,30,60,90,365,23,0,2015/3/20,92,9,9,10,10,9,9,0,0,0,5,0,5,0,0.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
114,128,4305365,100.0,0,11,11,1,1,39.84464000000001,116.35597,0,2,0.5,1,1,138,1,35,1,30,60,90,181,19,2,2014/11/24,93,9,9,10,10,9,9,0,0,0,11,2,6,3,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
115,131,4408777,100.0,0,3,3,1,0,39.92927,116.45633000000001,0,2,1.0,1,1,311,1,0,2,20,50,80,81,89,21,2014/11/14,98,10,10,10,10,10,10,0,0,0,3,3,0,0,1.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
116,132,4457180,100.0,0,4,4,1,0,39.92753,116.3769,1,2,1.0,1,1,470,1,0,1,21,21,39,130,4,4,2019/4/7,95,9,10,9,9,10,9,1,0,0,4,1,3,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
117,133,4494508,100.0,1,2,2,1,0,39.92951,116.4221,0,2,1.0,1,1,678,2,80,1,30,60,90,365,31,28,2016/3/9,99,10,10,10,10,10,10,0,0,0,2,1,1,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
118,135,4610554,100.0,0,4,4,1,1,39.93789,116.38591000000001,0,4,2.0,2,4,477,1,289,1,29,56,86,361,90,12,2014/12/27,94,10,9,10,10,10,9,0,0,0,4,0,4,0,1.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
119,136,4625941,100.0,0,1,1,1,0,40.00004000000001,116.37378000000001,1,4,1.0,2,2,511,4,100,2,24,27,29,304,2,2,2018/7/30,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
120,137,4640119,100.0,0,1,1,1,1,39.89326,116.43916000000002,0,2,1.0,1,1,290,1,0,2,13,38,68,159,53,39,2014/12/12,94,9,9,10,10,9,9,1,0,0,1,1,0,0,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
121,138,4741091,96.53,0,1,1,1,1,39.89532,116.30978999999999,1,6,1.0,3,3,477,1,0,3,0,0,0,0,7,0,2015/4/29,70,8,7,8,8,8,8,0,0,0,1,1,0,0,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
122,139,4812705,100.0,0,8,8,1,0,40.001259999999995,116.31613999999999,1,1,0.5,1,2,131,1,0,2,0,0,0,144,22,3,2015/1/26,90,9,9,10,9,10,9,0,0,0,8,0,3,5,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
123,140,4827732,100.0,0,7,7,1,1,39.93842,116.43542,0,2,1.0,0,1,422,1,0,1,0,0,0,140,111,0,2015/1/17,98,10,10,10,10,10,10,0,0,0,7,7,0,0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
124,142,4857138,100.0,1,1,1,1,1,40.00201,116.46266999999999,0,2,1.0,1,1,235,1,83,1,23,46,72,327,182,20,2015/1/30,99,10,10,10,10,10,10,1,0,0,1,0,1,0,3.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
125,143,4864988,60.0,0,1,1,1,1,39.97743,116.36298000000001,1,3,1.0,1,2,249,2,100,2,23,53,83,358,80,5,2015/2/9,88,9,9,10,10,9,9,0,0,0,1,1,0,0,1.54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
126,144,4878955,100.0,1,2,2,1,1,40.03849,116.59473,0,2,1.0,1,1,207,1,34,1,20,50,80,80,64,25,2016/3/25,100,10,10,10,10,10,10,0,0,0,2,0,2,0,1.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
127,145,4899894,100.0,0,4,4,1,1,39.93633,116.38573999999998,0,4,1.5,2,6,477,1,289,1,22,44,74,349,47,13,2015/5/26,96,10,10,10,10,10,9,0,0,0,4,0,4,0,0.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
128,146,4911685,100.0,0,3,3,1,0,40.20778,116.72243,0,12,3.0,6,5,1153,4,231,2,29,59,89,364,3,0,2015/2/9,80,10,8,10,6,8,6,0,0,0,1,1,0,0,0.06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
129,147,4917080,100.0,1,1,1,1,1,39.98307,116.48557,0,2,2.0,1,1,207,1,100,1,8,8,10,283,43,6,2015/10/29,100,10,10,10,10,10,10,0,0,0,1,0,1,0,0.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
130,148,4951287,75.0,0,2,2,1,0,39.99067,116.34227,1,1,0.0,1,1,228,1,0,1,28,58,88,363,49,2,2015/1/25,93,10,9,10,10,9,9,0,0,0,2,0,2,0,0.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
131,149,4982247,100.0,1,1,1,1,1,39.95417,116.3105,1,2,1.0,1,1,338,1,0,1,2,18,48,323,28,8,2016/1/2,98,10,10,10,10,10,10,1,0,0,1,0,1,0,0.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
132,150,4990531,90.0,0,8,8,1,0,39.94279,116.39908,1,4,1.0,1,1,1611,1,0,2,14,31,43,293,17,2,2015/2/16,94,9,10,10,10,10,10,0,0,0,7,7,0,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
133,151,5022725,100.0,0,17,17,1,0,39.88776,116.46132,1,1,1.0,1,1,201,1,100,1,30,60,90,105,32,4,2015/4/2,97,10,10,10,10,10,10,0,0,0,3,0,3,0,0.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
134,152,5032897,100.0,0,3,3,1,0,39.92814,116.45772,1,2,1.0,0,1,380,1,0,1,19,49,79,80,94,22,2015/1/18,97,10,10,10,10,10,10,0,0,0,3,3,0,0,1.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
135,154,5101112,100.0,0,2,2,1,0,40.28642,116.63911999999999,1,2,1.0,1,1,269,2,200,1,30,60,90,365,1,0,2018/5/1,100,10,10,10,10,10,10,1,0,0,2,0,2,0,0.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
136,155,5135190,100.0,1,1,1,1,1,39.9482,116.40333000000001,1,2,1.0,1,1,235,1,0,2,10,30,47,126,109,30,2015/3/7,98,10,10,10,10,10,10,0,0,0,1,0,0,1,2.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
137,156,5137146,100.0,0,2,2,1,1,39.9183,116.45299999999999,1,3,1.0,1,1,781,1,0,1,30,60,90,365,14,2,2015/4/6,83,9,8,8,8,10,9,1,0,0,2,2,0,0,0.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
138,157,5138122,0.0,0,1,1,1,0,39.76242,116.54324,0,2,1.0,1,2,131,1,48,1,0,0,0,0,10,0,2015/10/7,100,10,10,10,10,9,10,0,0,0,1,0,1,0,0.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
139,158,5149320,94.0,1,8,8,1,1,39.89575,116.46264,0,2,1.0,1,1,249,1,45,1,29,59,89,364,11,1,2015/12/15,100,10,10,9,10,10,10,0,0,0,7,1,4,2,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
140,159,5257726,100.0,0,2,2,1,1,39.96165,116.45273999999999,0,6,2.0,2,2,802,6,100,3,1,1,1,1,2,2,2018/9/25,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
141,161,5262411,100.0,0,31,31,1,0,39.89958,116.47443,0,2,1.0,1,1,360,1,0,1,26,56,86,361,3,1,2016/3/1,87,10,10,10,10,10,9,1,0,0,31,31,0,0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
142,162,5281548,96.53,0,1,1,1,1,39.92765,116.61551999999999,1,2,1.0,1,1,221,1,0,1,0,0,0,0,5,0,2015/3/11,96,9,8,10,10,10,9,0,0,0,1,0,1,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
143,163,5313865,100.0,0,7,7,1,1,39.9383,116.43682,0,2,1.0,0,1,422,1,0,1,0,0,0,140,108,0,2015/3/30,99,10,10,10,10,10,10,0,0,0,7,7,0,0,2.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
144,164,5491823,100.0,0,9,9,1,1,39.8997,116.49331000000001,1,2,1.0,1,1,387,1,0,1,29,59,89,364,6,0,2015/7/5,93,10,9,10,10,9,9,0,0,1,9,9,0,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
145,165,5517546,100.0,0,6,6,1,1,39.90886,116.57231000000002,1,2,1.0,1,1,359,1,0,1,6,36,66,341,17,2,2015/10/7,96,10,10,10,10,10,10,1,1,0,6,6,0,0,0.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
146,166,5517598,96.53,0,1,1,1,0,39.9835,116.43623999999998,1,4,1.0,2,2,498,4,100,3,0,0,4,279,28,1,2015/3/16,90,10,9,10,10,9,9,1,0,0,1,1,0,0,0.55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
147,167,5517711,96.53,0,1,1,1,1,40.05692,116.16553,0,2,1.0,1,1,138,1,0,1,0,0,0,0,5,5,2018/6/10,96,8,10,10,10,8,10,0,0,0,1,0,1,0,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
148,168,5542795,100.0,0,1,1,1,0,39.90055,116.45128999999999,1,2,2.0,1,1,214,1,0,1,30,60,90,365,4,0,2015/6/10,100,9,10,9,9,9,10,0,0,0,1,0,1,0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
149,169,5571880,67.0,0,4,4,1,0,39.96675,116.32758000000001,0,1,1.0,1,1,497,1,0,1,30,60,90,365,21,13,2015/6/13,80,9,7,9,9,9,9,0,0,0,2,0,2,0,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
150,171,5573471,90.0,0,5,5,1,0,39.85104000000001,116.37037,0,2,1.0,2,1,166,1,0,1,20,50,80,170,44,11,2015/7/17,97,10,10,10,10,10,10,0,0,0,5,0,5,0,0.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
151,172,5577084,100.0,0,2,2,1,0,39.90377,116.62921999999999,0,4,1.0,2,2,698,1,0,3,21,51,81,172,5,3,2016/8/2,100,10,10,10,10,10,10,0,0,0,1,1,0,0,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
152,173,5594254,90.0,0,5,5,1,0,39.85234000000001,116.36961000000001,0,1,1.0,1,1,159,1,0,1,30,60,90,180,6,1,2015/6/25,97,10,10,10,10,10,9,0,0,0,5,0,5,0,0.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
153,174,5608398,100.0,1,2,2,1,1,39.96309,116.43308999999999,0,4,1.0,1,2,380,1,50,2,28,58,88,363,45,17,2015/7/15,98,10,10,10,10,10,10,0,0,0,2,2,0,0,0.96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
154,176,5631410,100.0,0,28,28,1,1,39.7655,116.18162,0,4,1.5,1,3,276,3,0,1,27,57,87,357,34,34,2018/6/16,99,10,10,10,10,9,10,0,0,0,14,3,11,0,2.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
155,177,5654076,100.0,1,1,1,1,1,40.10252,116.40613,1,12,2.0,5,9,1595,8,0,1,27,57,74,349,29,11,2015/3/30,97,10,10,10,10,9,10,1,0,0,1,1,0,0,0.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
156,178,5709715,97.0,1,25,25,1,1,39.97483,116.36692,0,6,1.0,3,3,636,1,0,1,23,53,83,358,8,1,2015/6/1,90,9,9,9,10,9,9,0,0,0,25,18,7,0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
157,181,5741741,100.0,0,3,3,1,0,39.940059999999995,116.42438999999999,0,2,1.0,1,1,207,1,104,2,23,53,83,84,76,11,2015/4/22,89,9,9,9,9,10,9,0,0,0,3,0,2,1,1.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
158,182,5741800,100.0,0,1,1,1,1,40.095420000000004,116.51659,0,2,1.0,1,1,297,1,50,1,28,57,87,362,23,5,2015/5/4,94,9,9,10,10,8,9,1,0,0,1,0,1,0,0.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
159,184,5777362,80.0,0,3,3,1,0,39.90869,116.57898999999999,0,2,1.0,1,1,359,1,0,1,27,57,87,362,8,3,2015/7/5,98,10,10,10,10,9,10,1,0,0,3,3,0,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
160,185,5828761,100.0,0,1,1,1,1,39.899,116.45695,0,1,1.0,1,1,228,1,0,3,28,58,88,89,19,3,2015/4/19,99,10,10,10,10,10,10,0,0,0,1,0,1,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
161,186,5839731,75.0,0,17,17,1,1,39.923759999999994,116.42088000000001,1,2,1.0,1,1,601,1,0,1,29,59,89,364,9,6,2015/5/4,93,10,10,9,9,10,9,1,0,0,17,16,1,0,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
162,187,5841968,100.0,0,13,13,1,1,39.99335,116.40621999999999,0,4,1.0,1,3,360,4,80,1,3,25,55,330,6,1,2017/6/4,73,9,7,10,10,9,8,1,0,0,10,10,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
163,189,5875406,97.0,1,25,25,1,1,39.97146,116.37321000000001,0,5,1.0,2,2,415,1,0,1,30,60,90,365,16,2,2015/5/1,90,9,9,10,10,9,9,0,0,0,25,18,7,0,0.32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
