,Unnamed: 0,id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
6547,7221,25240864,100.0,0,30,30,1,1,40.12843,116.59923,1,2,1.0,1,1,249,1,0,2,30,60,90,365,1,1,2018/8/23,100,10,10,10,10,10,10,0,0,0,20,20,0,0,0.11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6548,7222,25241442,67.0,0,1,1,1,0,39.91392000000001,116.50641999999999,0,2,1.0,1,1,436,1,0,3,30,60,90,181,1,1,2018/7/3,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6549,7224,25241932,100.0,0,28,28,1,0,39.89063,116.40305,1,8,1.0,2,4,851,1,0,1,5,20,37,308,44,44,2018/6/26,97,10,10,10,10,10,10,1,0,0,24,24,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6550,7225,25242003,100.0,1,13,13,1,0,39.9378,116.45003,0,3,1.0,1,1,692,1,0,2,0,0,0,0,2,2,2019/1/3,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6551,7226,25242131,100.0,0,12,12,1,1,39.81576,116.59082,1,4,2.0,2,2,345,1,0,1,29,59,89,364,17,17,2018/7/11,96,10,10,10,10,8,10,1,0,0,11,11,0,0,1.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6552,7227,25242239,100.0,1,5,5,1,1,39.88933,116.66136000000002,1,2,1.0,1,1,145,1,100,1,21,51,81,356,17,17,2018/5/28,100,10,10,10,10,10,10,0,0,0,5,0,5,0,1.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6553,7228,25242560,100.0,0,4,4,1,1,39.95877,116.44243999999999,1,2,1.0,1,1,498,1,0,1,13,24,24,246,64,64,2018/5/27,98,10,10,10,10,10,9,1,0,0,4,4,0,0,5.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6554,7229,25242850,96.53,0,1,1,1,0,39.903909999999996,116.44299,1,2,1.0,1,1,346,1,0,1,0,0,0,0,2,2,2018/5/26,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6555,7230,25243795,100.0,0,28,28,1,0,39.88987,116.40151000000002,1,9,1.0,2,5,851,1,0,1,6,14,26,290,36,36,2018/7/11,97,10,10,10,10,10,10,1,0,0,24,24,0,0,3.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6556,7231,25244377,94.0,0,25,25,1,0,39.91404,116.48038000000001,0,2,1.0,0,1,228,1,40,1,30,60,90,181,9,9,2018/6/9,87,10,9,10,9,10,9,1,0,0,22,9,12,1,0.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6557,7232,25245150,100.0,0,5,5,1,0,40.57785,116.92291999999999,0,10,4.0,4,4,1878,1,0,1,29,59,89,89,2,2,2019/5/2,100,10,10,10,10,9,10,1,0,0,5,1,4,0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6558,7233,25246506,100.0,0,14,14,1,0,40.011109999999995,116.35155,0,1,1.0,1,1,83,1,108,1,30,60,90,365,2,2,2018/6/9,100,10,10,10,10,10,10,0,0,0,14,0,2,12,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6559,7234,25247594,100.0,0,28,28,1,0,39.89096,116.40252,1,9,1.0,3,5,851,1,0,1,4,7,14,277,40,40,2018/6/16,92,10,9,10,10,10,9,1,0,0,24,24,0,0,3.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6560,7235,25247722,100.0,0,2,2,1,0,39.885659999999994,116.3175,1,6,1.0,3,3,587,1,50,1,29,59,89,364,5,5,2018/5/28,96,10,10,10,10,10,10,1,0,0,2,2,0,0,0.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6561,7237,25250833,96.53,0,2,2,1,0,39.8341,116.37491000000001,0,8,2.0,4,4,1597,1,100,1,0,0,0,0,1,1,2018/7/4,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6562,7238,25251430,100.0,1,11,11,1,1,39.90688,116.56013999999999,1,2,1.0,1,1,180,2,50,2,14,44,56,56,44,44,2018/6/9,100,10,10,10,10,10,10,0,0,0,10,2,8,0,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6563,7239,25252467,100.0,0,6,6,1,0,39.9259,116.30448999999999,1,3,1.0,1,2,207,1,0,1,30,60,90,365,3,3,2018/7/15,73,7,9,9,9,10,9,0,0,0,6,1,4,1,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
6564,7240,25254313,100.0,0,7,7,1,1,39.8976,116.44509,0,3,1.0,0,2,456,1,0,2,0,19,49,324,14,14,2018/7/15,96,10,10,10,10,9,10,1,0,0,6,6,0,0,1.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6565,7241,25263022,100.0,0,1,1,1,0,39.89823,116.46165,1,4,1.0,2,3,546,1,0,3,29,57,71,346,8,8,2018/6/23,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6566,7242,25266486,100.0,1,6,6,1,1,39.896679999999996,116.46848999999999,0,6,1.0,3,3,685,6,1000,2,7,28,58,59,15,15,2018/9/14,99,10,10,10,10,10,10,0,0,0,3,1,2,0,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6567,7243,25267134,0.0,0,1,1,1,0,39.98707,116.41141,0,2,1.0,1,2,297,1,0,3,29,59,89,90,11,11,2018/6/15,100,10,10,10,10,9,10,0,0,0,1,1,0,0,0.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6568,7244,25268019,100.0,1,1,1,1,0,39.937,116.43016999999999,1,2,1.0,1,1,297,1,0,1,0,0,0,0,30,30,2018/5/24,97,10,10,10,10,10,9,1,0,0,1,0,1,0,2.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6569,7245,25271052,96.53,0,1,1,1,0,39.90869,116.63941000000001,1,2,1.0,1,1,138,1,0,3,0,0,0,0,3,3,2018/6/14,100,10,10,10,10,9,10,1,0,0,1,0,1,0,0.26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6570,7246,25272022,95.0,1,4,4,1,0,39.89267,116.45966999999999,1,2,1.0,1,1,256,1,0,1,0,0,17,292,23,23,2018/5/26,96,10,9,10,10,10,10,1,0,0,4,0,3,1,1.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
6571,7247,25272063,100.0,1,17,17,1,1,39.8949,116.46378999999999,1,6,1.0,1,4,588,1,0,1,26,47,77,78,37,37,2018/6/8,96,10,10,10,10,10,10,1,0,0,17,17,0,0,3.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6572,7248,25272493,95.0,1,4,4,1,0,39.89266,116.45891999999999,1,2,1.0,1,1,201,1,0,1,0,16,46,312,24,24,2018/5/26,95,10,10,10,10,10,10,1,0,0,4,0,3,1,1.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6573,7249,25272749,92.0,0,28,28,1,0,39.90764,116.33521999999999,1,4,1.0,2,3,490,1,0,1,16,46,76,351,4,4,2018/6/13,85,10,9,10,10,10,9,1,0,0,26,25,1,0,0.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6574,7250,25274515,100.0,0,6,6,1,0,39.7497,116.56023,0,2,1.0,1,1,297,1,0,1,28,58,88,88,20,20,2018/6/9,98,10,10,10,10,8,9,1,0,0,6,6,0,0,1.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6575,7251,25275350,100.0,1,1,1,1,0,39.92544,116.62087,1,3,2.0,1,2,456,1,60,2,0,0,13,13,29,29,2018/6/1,96,10,10,10,10,10,10,0,0,0,1,1,0,0,2.44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6576,7252,25278508,100.0,1,4,4,1,0,39.90007,116.46137,1,2,1.0,1,1,360,1,0,1,0,17,47,322,3,3,2018/8/18,100,10,9,10,10,9,10,1,0,0,4,1,3,0,0.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6577,7253,25280150,100.0,0,15,15,1,0,39.97368,116.39611000000001,1,4,1.0,1,2,539,1,0,1,28,58,88,89,2,2,2018/5/30,90,10,9,10,10,10,9,0,0,0,15,15,0,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6578,7254,25280496,100.0,1,3,3,1,1,39.94135,116.39737,0,4,2.0,2,2,470,3,50,2,14,31,61,336,5,5,2018/5/29,96,9,9,10,10,10,10,1,0,0,3,3,0,0,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6579,7255,25280581,100.0,0,7,7,1,0,39.89036,116.46763999999999,1,2,1.0,1,1,2300,1,0,1,30,60,90,365,1,1,2019/4/14,100,10,10,10,10,10,10,0,0,0,6,6,0,0,0.77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6580,7256,25281827,100.0,0,7,7,1,0,39.88764000000001,116.33933,1,2,1.0,0,1,698,2,200,1,28,58,88,363,11,11,2018/12/15,98,10,10,10,10,10,9,0,0,0,6,6,0,0,2.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6581,7259,25296305,100.0,1,16,16,1,0,39.94527,116.40406999999999,0,3,1.0,1,2,491,1,0,1,21,32,32,32,5,5,2018/6/9,92,9,10,9,10,9,10,1,0,0,16,14,2,0,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6582,7260,25299852,40.0,0,4,4,1,0,39.92325,116.58764,1,1,1.0,1,1,97,1,0,3,29,59,89,179,2,2,2018/6/17,90,10,9,10,10,10,8,0,0,0,1,0,0,1,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
6583,7261,25299954,100.0,1,6,6,1,1,39.98877,116.4601,0,2,1.0,1,1,353,1,99,1,23,53,83,358,12,12,2018/6/10,100,10,10,10,10,10,10,1,0,0,5,1,3,1,1.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6584,7262,25300068,100.0,0,8,8,1,1,39.92387,116.46307,1,4,1.5,2,1,629,1,0,3,22,52,82,83,9,9,2018/5/28,98,10,9,10,10,10,10,1,0,0,8,8,0,0,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6585,7263,25300480,100.0,1,6,6,1,1,39.98715,116.45823,0,2,1.0,1,1,297,1,0,2,29,59,89,364,10,10,2018/6/11,100,10,10,10,10,10,10,1,0,0,5,1,3,1,0.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6586,7264,25301286,0.0,0,1,1,1,0,40.13823,116.38491,0,4,2.0,2,2,677,1,0,1,0,0,0,141,1,1,2018/6/17,100,10,10,10,10,8,10,1,0,0,1,1,0,0,0.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6587,7265,25302578,100.0,1,16,16,1,0,39.944179999999996,116.40324,0,3,1.0,1,2,602,1,50,1,27,38,38,38,10,10,2018/5/27,100,10,10,10,10,10,10,1,0,0,16,14,2,0,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6588,7266,25303565,100.0,1,16,16,1,0,39.94504000000001,116.40291,0,3,1.0,1,2,498,2,100,1,24,35,35,35,22,22,2018/5/31,96,10,10,10,10,10,10,1,0,0,16,14,2,0,1.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6589,7267,25303818,100.0,1,16,16,1,0,39.94393,116.40308,0,2,1.0,1,1,401,1,0,1,23,34,34,34,43,43,2018/6/2,99,10,10,10,10,10,10,1,0,0,16,14,2,0,3.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6590,7268,25305549,100.0,1,1,1,1,0,39.88977,116.35113999999999,0,2,1.0,1,1,194,1,0,1,14,41,53,53,77,77,2018/6/9,99,10,10,10,10,10,10,1,0,0,1,0,1,0,6.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6591,7270,25306787,100.0,0,11,11,1,0,39.92536,116.61312,0,3,1.0,2,2,401,1,0,1,12,42,72,347,5,5,2018/6/2,100,10,10,10,10,10,10,1,0,0,11,11,0,0,0.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6592,7271,25309104,100.0,0,1,1,1,0,39.94636,116.39577,0,3,1.0,1,1,387,1,100,2,28,58,88,179,14,14,2018/6/24,95,10,10,10,10,10,9,0,0,0,1,1,0,0,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6593,7272,25309527,100.0,0,15,15,1,0,39.77845,116.51862,1,9,2.0,3,4,960,1,0,2,30,60,90,365,1,1,2018/8/5,100,10,10,10,10,10,10,1,0,0,15,15,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6594,7273,25309833,100.0,0,3,3,1,0,39.8551,116.2931,1,5,1.0,2,3,497,1,0,1,27,57,87,362,3,3,2019/4/15,100,10,10,10,10,10,10,1,0,0,3,2,1,0,2.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6595,7274,25311071,100.0,1,8,8,1,0,40.06293,116.43156,0,2,1.0,1,1,166,1,0,1,23,53,83,358,18,18,2018/6/2,100,10,10,10,10,9,10,1,0,0,7,1,5,1,1.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6596,7276,25313115,96.53,1,1,1,1,1,39.9979,116.34293999999998,1,1,1.0,1,1,152,1,0,2,0,0,0,0,18,18,2018/6/13,100,10,10,10,10,10,10,1,0,0,1,0,1,0,1.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6597,7277,25313191,100.0,0,9,9,1,0,39.92424000000001,116.29068000000001,1,4,1.0,2,2,559,1,0,1,30,60,90,365,2,2,2018/5/30,100,10,10,10,10,10,10,0,0,0,9,9,0,0,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6598,7278,25313945,100.0,0,2,2,1,0,40.069109999999995,116.4372,1,2,1.0,1,1,186,2,50,2,30,60,90,365,14,14,2018/7/2,91,10,9,10,10,9,9,1,0,0,2,2,0,0,1.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6599,7279,25325730,67.0,0,2,2,1,0,39.85641,116.35305,0,4,1.0,2,2,380,1,0,1,29,59,89,364,2,2,2018/6/18,100,10,10,10,10,9,10,1,0,0,2,1,1,0,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6600,7280,25326125,100.0,0,5,5,1,1,39.96506,116.71959,1,2,1.0,1,1,483,1,0,1,29,59,89,179,1,1,2018/7/19,100,10,8,10,10,8,8,1,0,0,5,1,4,0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6601,7281,25326287,100.0,0,2,2,1,0,39.894009999999994,116.50698999999999,1,2,1.0,1,1,629,1,0,1,30,60,90,365,2,2,2018/7/14,100,10,10,10,10,10,10,1,0,0,2,2,0,0,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6602,7282,25326954,100.0,0,1,1,1,0,39.88881,116.76098999999999,0,1,1.0,0,1,62,1,0,1,21,51,81,171,2,2,2018/7/11,60,6,6,6,6,6,6,1,0,0,1,0,1,0,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6603,7283,25329328,100.0,0,6,6,1,1,39.725629999999995,116.16911999999999,1,2,1.0,1,1,200,1,0,1,19,49,79,354,43,43,2018/5/27,100,10,10,10,10,9,10,1,0,0,6,6,0,0,3.57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6604,7284,25329682,96.53,0,3,3,1,0,40.19793,116.87302,1,3,1.0,1,2,664,1,0,1,0,0,0,0,1,1,2018/7/24,100,10,10,10,10,8,10,1,0,0,3,0,3,0,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6605,7285,25329995,100.0,0,5,5,1,1,39.95088,116.72292,1,2,1.0,1,1,283,1,0,1,26,56,86,176,3,3,2018/6/29,100,10,10,9,10,9,9,1,0,0,5,1,4,0,0.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6606,7286,25330052,76.0,0,7,7,1,1,40.3605,116.63432,1,16,4.0,5,16,2382,1,0,1,30,60,90,365,2,2,2019/4/13,70,8,6,7,8,7,8,0,0,0,6,6,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6607,7287,25330079,100.0,1,8,8,1,0,40.03942,116.74176000000001,0,2,1.0,1,2,166,1,0,1,30,60,90,90,4,4,2018/7/4,100,10,10,10,10,9,10,1,0,0,8,0,8,0,0.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6608,7288,25330455,96.53,0,2,2,1,0,39.80459000000001,116.48966000000001,0,2,1.0,1,1,331,1,0,1,30,60,90,365,1,1,2018/6/18,100,10,10,10,10,10,10,0,0,0,2,0,2,0,0.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6609,7289,25330578,100.0,0,5,5,1,1,39.950509999999994,116.72457,1,2,1.0,1,1,283,1,0,1,26,56,86,176,1,1,2018/11/17,100,10,10,10,10,10,10,1,0,0,5,1,4,0,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6610,7290,25330704,100.0,0,4,4,1,1,39.75897,116.21175,1,2,1.0,1,1,131,1,0,1,30,60,90,365,2,2,2018/5/31,90,10,9,10,10,9,10,0,0,0,4,1,3,0,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6611,7291,25331712,94.0,0,22,22,1,0,39.900220000000004,116.48364,0,4,1.0,1,2,401,2,50,1,27,57,87,88,13,13,2018/7/4,94,10,9,10,10,9,9,0,0,0,21,21,0,0,1.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6612,7292,25331925,100.0,0,11,11,1,1,40.0428,116.31681,1,3,1.0,1,2,318,1,0,1,22,52,81,171,15,15,2018/6/2,91,10,10,10,10,9,9,1,0,0,11,11,0,0,1.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6613,7293,25332207,100.0,0,41,41,1,0,39.89062,116.47483999999999,1,3,1.0,1,1,449,2,70,1,23,53,83,358,19,19,2018/5/28,89,10,9,9,10,9,9,0,0,0,12,12,0,0,1.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6614,7294,25332972,60.0,1,1,1,1,0,39.93916,116.4444,1,3,1.0,1,2,519,1,35,3,0,0,0,83,9,9,2018/9/13,100,10,10,10,10,10,10,0,0,0,1,1,0,0,1.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6615,7295,25335349,100.0,0,4,4,1,1,40.00663,116.36823999999999,0,1,1.0,1,1,138,1,0,2,14,42,65,155,16,16,2018/6/2,93,10,10,10,9,9,10,0,0,0,4,1,3,0,1.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6616,7296,25337594,94.0,0,22,22,1,0,39.89598,116.44558,1,6,1.0,1,2,456,2,50,1,29,59,89,90,6,6,2018/5/27,90,9,10,9,9,10,9,0,0,0,21,21,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6617,7297,25338894,100.0,0,3,3,1,0,40.43168,116.44013999999999,0,8,5.0,4,4,1996,1,0,1,30,60,90,180,5,5,2018/7/15,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6618,7298,25339351,100.0,0,1,1,1,1,40.09178,116.54345,0,3,1.0,1,2,518,2,100,1,30,58,88,363,6,6,2018/6/7,87,10,9,10,9,9,9,0,0,0,1,1,0,0,0.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6619,7299,25339603,100.0,0,3,3,1,1,40.647729999999996,117.27015,1,5,2.0,2,2,1030,1,100,1,30,60,90,365,4,4,2018/9/9,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6620,7300,25340320,100.0,0,3,3,1,0,40.43046,116.44021000000001,0,5,2.5,2,2,1347,1,100,1,30,60,90,180,2,2,2018/6/17,100,10,10,10,10,10,10,1,0,0,3,3,0,0,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6621,7302,25340730,100.0,0,3,3,1,1,40.64779,117.26924,1,4,1.0,2,3,560,1,0,1,28,58,88,363,3,3,2019/2/7,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6622,7303,25341063,100.0,1,5,5,1,0,39.91594,116.27353000000001,1,2,1.0,1,2,235,2,50,1,28,55,85,360,4,4,2018/6/5,100,10,10,10,10,10,10,1,0,0,5,0,4,1,0.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6623,7304,25341576,100.0,0,3,3,1,0,40.65055,117.48822,0,2,1.0,1,1,180,1,0,1,26,56,86,361,1,1,2018/6/22,20,2,2,2,2,2,2,1,0,0,3,0,3,0,0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6624,7305,25342312,100.0,1,5,5,1,0,39.913059999999994,116.26373999999998,1,2,1.0,0,2,2003,2,50,1,30,60,90,365,1,1,2018/7/8,100,10,10,10,10,10,10,1,0,0,5,0,4,1,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6625,7306,25342742,100.0,1,2,2,1,1,39.89714,116.42493,0,4,1.0,1,2,401,1,0,1,25,36,36,36,16,16,2018/6/4,99,10,10,10,10,10,10,1,0,0,2,2,0,0,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6626,7307,25343084,97.0,0,34,34,1,0,39.8905,116.40299999999999,1,7,1.0,2,4,878,1,0,1,21,51,81,352,5,5,2018/9/22,96,10,10,10,10,10,10,0,0,0,32,32,0,0,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6627,7308,25343439,100.0,1,26,26,1,1,39.99071,116.40903,0,4,1.0,1,2,401,2,50,1,25,40,44,135,28,28,2018/6/24,97,10,10,10,10,10,10,0,0,0,25,25,0,0,2.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6628,7310,25354715,100.0,1,4,4,1,0,40.86725,116.65951000000001,0,14,3.0,5,8,981,1,0,1,27,47,69,332,6,6,2018/6/18,97,10,9,10,10,9,10,1,0,0,4,2,2,0,0.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6629,7311,25357392,100.0,1,10,10,1,0,39.94145,116.40515,0,4,1.0,2,2,685,1,0,1,11,32,50,325,26,26,2018/5/26,98,10,10,10,10,10,9,1,0,0,10,10,0,0,2.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
