,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,extra_people,minimum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,neighbourhood_cleansed0,neighbourhood_cleansed1,neighbourhood_cleansed2,neighbourhood_cleansed3,neighbourhood_cleansed4,neighbourhood_cleansed5,neighbourhood_cleansed6,neighbourhood_cleansed7,neighbourhood_cleansed8,neighbourhood_cleansed9,neighbourhood_cleansed10,neighbourhood_cleansed11,neighbourhood_cleansed12,neighbourhood_cleansed13,neighbourhood_cleansed14,neighbourhood_cleansed15,bed_type0,bed_type1,bed_type2,bed_type3,bed_type4,room_type0,room_type1,room_type2,cancellation_policy0,cancellation_policy1,cancellation_policy2
9048,97.0,0,9,9,1,0,40.42642,116.63561000000001,0,2,1.0,1,1,1,0,1,21,51,81,356,10,10,219.0,96,10,10,10,10,10,9,1,0,0,9,0,9,0,1.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
10579,96.53,0,1,1,1,0,39.97665,116.53188999999999,1,1,1.0,1,1,1,0,1,0,0,0,0,1,1,207.0,100,8,10,8,10,8,10,1,0,0,1,1,0,0,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12061,100.0,1,66,66,1,1,39.92431,116.46193999999998,1,3,1.0,1,2,1,0,2,19,49,79,354,6,6,139.0,100,10,10,10,10,10,10,0,0,0,61,24,37,0,1.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3752,92.0,0,25,25,1,0,39.98429,116.47931000000001,1,6,2.0,3,3,1,50,1,20,48,78,353,12,4,548.0,96,10,10,9,10,10,10,1,0,0,23,16,7,0,0.66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
11929,100.0,0,75,75,1,0,40.106,116.63067,1,4,2.0,0,2,1,0,1,29,59,89,364,1,1,140.0,60,6,10,2,8,10,10,0,0,0,75,72,3,0,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10089,100.0,0,6,6,1,0,40.6238,117.27765,0,2,1.0,1,1,1,0,1,30,60,90,98,2,2,231.0,100,10,10,10,10,9,9,1,0,0,6,1,5,0,0.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
14981,100.0,0,2,2,1,0,40.44832,116.70135,1,3,1.0,1,1,1,0,1,23,43,65,65,1,1,18.0,100,10,10,10,10,10,10,1,0,0,2,2,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10945,100.0,1,1,1,1,0,39.94207,116.44635,0,2,1.0,1,1,1,0,1,29,40,40,241,28,28,185.0,99,10,10,10,10,10,10,0,0,0,1,1,0,0,4.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11201,100.0,0,2,2,1,0,39.90525,116.27236,1,7,1.0,2,4,1,0,1,30,60,90,365,2,2,140.0,90,10,10,10,10,10,10,1,0,0,2,2,0,0,0.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9409,100.0,0,4,4,1,0,39.8772,116.30933,0,4,1.0,1,2,1,50,1,26,56,86,361,3,3,121.0,93,9,9,9,10,9,9,1,0,0,4,4,0,0,0.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7971,100.0,1,7,7,1,0,39.89915,116.54936000000001,1,2,1.0,0,1,1,0,1,17,17,17,186,40,40,273.0,95,10,10,10,10,9,9,1,0,0,7,7,0,0,4.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17164,100.0,0,7,7,1,0,39.94263,116.44502,1,2,1.0,1,1,1,0,1,24,54,84,85,1,1,7.0,100,10,10,10,10,10,10,1,0,0,7,4,3,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6736,100.0,0,16,16,1,0,39.9342,116.51881999999999,1,3,1.0,2,2,1,0,1,24,54,84,359,3,3,353.0,100,9,10,10,10,9,10,1,0,0,15,15,0,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13229,100.0,1,3,3,1,0,39.92501,116.61683000000001,1,2,1.0,1,1,1,0,1,22,32,47,47,16,16,93.0,96,10,9,10,10,10,10,1,0,0,3,2,1,0,5.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9653,100.0,1,66,66,1,1,39.92006,116.49503,1,2,1.0,1,1,1,0,3,25,55,85,360,15,15,196.0,97,10,10,10,10,9,10,1,0,0,61,24,37,0,2.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16817,100.0,0,1,1,1,0,39.926520000000004,116.45665,0,2,1.0,1,1,1,0,1,19,36,36,306,2,2,4.0,100,10,9,10,10,10,10,1,0,0,1,0,1,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10942,100.0,0,1,1,1,0,39.88574000000001,116.46418,1,2,1.0,1,2,1,89,1,29,59,89,364,1,1,172.0,100,10,10,10,10,10,10,1,0,0,1,0,1,0,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9018,100.0,0,6,6,1,0,39.76095,116.58138000000001,0,6,2.0,3,3,1,0,1,30,60,90,180,1,1,229.0,80,8,10,8,10,8,10,1,0,0,6,6,0,0,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14475,95.0,1,51,51,1,0,39.94223,116.39572,0,2,1.0,1,1,1,0,1,28,58,88,363,1,1,64.0,100,10,10,10,10,10,10,1,0,0,51,17,34,0,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8302,100.0,0,5,5,1,0,40.47504,116.85486000000002,0,2,1.0,1,1,1,0,1,30,60,90,365,1,1,100.0,80,10,8,10,8,10,8,1,0,0,5,0,5,0,0.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3923,100.0,1,2,2,1,0,39.921240000000004,116.45488999999999,0,2,1.0,1,1,1,0,1,6,30,50,128,77,43,562.0,96,10,10,10,10,10,9,1,0,0,2,2,0,0,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
12387,100.0,1,5,5,1,0,39.95143,116.35557,0,1,1.0,1,1,1,35,2,6,6,13,288,3,3,30.0,100,10,10,10,10,10,10,1,0,0,5,1,4,0,2.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
12152,95.0,0,28,28,1,0,39.86862,116.42308999999999,1,4,1.0,2,2,1,0,1,29,59,89,364,1,1,112.0,100,10,10,10,10,10,10,1,0,0,28,28,0,0,0.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
11791,100.0,1,13,13,1,0,39.91755,116.45528999999999,1,2,1.0,1,1,2,200,2,0,23,53,54,27,27,160.0,100,10,10,10,10,10,10,1,0,0,12,12,0,0,5.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13473,100.0,1,33,33,1,1,40.00096,116.41538,1,7,1.0,2,3,6,50,3,24,54,84,175,1,1,101.0,60,10,10,8,10,6,8,0,0,0,31,6,25,0,0.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11600,100.0,0,7,7,1,0,39.89587,116.41403000000001,1,6,1.0,1,3,4,50,1,28,58,88,363,2,2,116.0,100,10,10,10,10,10,10,1,0,0,7,7,0,0,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13509,100.0,0,5,5,1,1,39.92798,116.61679,1,2,1.0,1,1,1,0,1,8,24,52,52,24,24,107.0,100,10,10,10,10,10,10,1,0,0,5,0,5,0,6.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
12504,96.53,0,1,1,1,0,40.03355,116.32283000000001,1,2,1.0,1,1,1,0,1,0,0,0,0,1,1,129.0,60,8,8,8,8,8,8,0,0,0,1,0,1,0,0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2120,100.0,0,5,5,1,0,39.89912,116.4724,0,2,1.0,1,1,1,0,1,29,59,89,364,15,13,377.0,96,10,9,10,10,10,9,1,0,0,5,5,0,0,1.19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10755,100.0,0,15,15,1,1,39.92011,116.51365,0,2,1.0,1,1,1,0,1,0,0,0,201,2,2,197.0,70,9,10,10,9,10,9,1,0,0,15,15,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9228,50.0,0,8,8,1,0,39.935359999999996,116.413,0,16,7.0,7,9,1,600,1,0,0,0,110,2,2,239.0,100,10,9,10,9,10,10,1,0,0,8,0,8,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10894,100.0,0,14,14,1,0,40.47433,116.84295,0,6,1.0,2,3,1,0,1,28,58,88,363,1,1,170.0,100,10,10,10,10,10,10,1,0,0,8,2,6,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4840,96.53,0,1,1,1,0,39.971059999999994,116.3415,1,4,2.0,2,2,1,0,1,0,0,0,0,4,0,454.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1013,100.0,0,9,9,1,1,40.44575,116.58513,0,2,1.0,1,2,2,150,1,29,59,89,179,39,6,1017.0,98,10,10,10,10,10,10,1,0,0,9,0,9,0,1.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1250,99.0,1,10,10,1,1,39.9835,116.41193,0,2,1.0,1,1,1,50,1,21,21,21,21,51,40,965.0,94,10,10,10,10,10,10,1,0,0,10,0,6,4,1.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4920,100.0,0,13,13,1,1,39.96581,116.32553999999999,0,4,1.0,2,3,4,100,1,20,50,80,171,1,1,361.0,60,6,8,6,8,8,6,1,0,0,10,10,0,0,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4973,100.0,1,5,5,1,0,39.93012,116.44308000000001,0,3,1.0,1,2,2,50,1,25,36,36,36,42,29,470.0,99,10,10,10,10,10,10,0,0,0,5,0,5,0,2.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
14306,100.0,0,6,6,1,0,39.81738,116.58323,1,4,2.0,2,2,4,0,1,29,59,89,364,1,1,72.0,100,10,10,10,10,10,10,0,0,0,6,6,0,0,0.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1390,100.0,0,11,11,1,0,40.00802,116.37353999999999,1,2,1.0,1,1,1,0,3,9,9,28,28,11,1,932.0,95,10,10,10,10,9,9,0,0,0,10,9,1,0,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5669,96.53,1,1,1,1,0,39.89151,116.32731000000001,1,2,1.0,1,1,1,0,1,0,0,0,0,18,11,398.0,99,10,10,10,10,10,10,0,0,0,1,0,1,0,1.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9376,100.0,1,1,1,1,0,40.08633,116.5433,0,2,2.0,2,2,1,0,1,7,36,48,48,18,18,227.0,100,10,10,10,10,10,10,0,0,0,1,1,0,0,2.36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12003,100.0,0,2,2,1,0,39.87019,116.47233,0,2,1.0,1,1,1,50,2,22,52,82,82,7,7,150.0,100,10,10,10,10,10,10,0,0,0,2,0,2,0,1.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
3531,100.0,0,1,1,1,0,39.95966,116.48678000000001,1,3,1.0,1,1,2,100,2,22,52,82,357,4,3,590.0,90,10,10,10,10,10,10,1,0,0,1,1,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1249,100.0,0,9,9,1,1,39.95856,116.44039,1,2,1.0,1,1,1,0,1,19,49,79,260,51,10,883.0,95,9,9,10,10,9,9,1,0,0,8,1,7,0,1.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
17167,100.0,0,11,11,1,0,39.9699,116.40117,1,2,1.0,1,1,1,0,1,30,60,90,365,1,1,6.0,100,10,10,10,10,10,10,1,0,0,11,0,10,1,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
15634,100.0,0,1,1,1,0,39.91729,116.42175,1,4,1.0,2,2,1,0,1,19,49,79,80,4,4,23.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3561,100.0,1,2,2,1,0,39.96744,116.38667,1,4,1.0,2,2,4,0,1,29,59,89,364,10,6,505.0,98,10,10,10,10,10,10,1,0,0,2,2,0,0,0.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2601,100.0,1,1,1,1,0,39.89652,116.49265,0,4,1.0,2,3,4,120,3,30,60,90,365,20,11,687.0,99,10,10,10,10,10,10,0,0,0,1,1,0,0,0.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1694,100.0,1,6,6,1,0,39.91174,116.37385,0,3,1.0,1,1,1,99,1,29,59,89,364,22,15,448.0,100,10,10,10,10,10,10,1,0,0,6,2,4,0,1.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1378,99.0,0,226,226,1,0,39.98946,116.32936000000001,1,2,1.0,1,1,1,0,1,25,36,36,295,9,1,922.0,84,9,8,9,10,9,9,0,0,0,221,67,154,0,0.29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
9944,100.0,0,1,1,1,0,39.89869,116.50278999999999,0,2,1.0,1,1,1,0,1,0,0,0,0,2,2,233.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14318,100.0,0,4,4,1,0,39.925940000000004,116.61795,1,2,2.0,1,1,1,0,1,23,53,83,173,5,5,66.0,100,10,10,10,10,10,10,1,0,0,4,0,4,0,2.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6070,94.0,0,27,27,1,0,39.9217,116.65946000000001,0,2,1.0,0,1,1,0,1,30,60,90,365,1,0,384.0,100,10,10,10,10,10,10,0,0,0,26,26,0,0,0.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
362,100.0,1,12,12,1,1,39.91174,116.45414,0,2,1.0,1,1,1,0,2,12,33,63,154,77,25,1330.0,99,10,10,10,10,10,10,1,0,0,10,3,7,0,1.74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
830,100.0,0,1,1,1,0,40.466429999999995,116.59467,0,16,4.5,8,8,1,0,1,29,59,89,364,6,3,996.0,100,10,10,10,10,10,9,0,0,0,1,1,0,0,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
8883,100.0,0,2,2,1,0,39.94412,116.38611999999999,0,2,1.0,1,1,1,0,1,29,59,84,359,2,2,261.0,100,10,8,10,10,9,9,1,0,0,2,1,1,0,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1357,100.0,1,3,3,1,1,39.937670000000004,116.42945,0,2,1.0,1,1,1,59,2,10,30,43,44,90,34,950.0,98,10,10,10,10,10,10,0,0,0,3,0,3,0,2.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
7732,100.0,0,6,6,1,0,40.68949,117.14655,0,12,4.0,5,7,1,0,1,30,60,90,365,1,1,45.0,80,8,6,10,10,8,8,1,0,0,6,5,1,0,0.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2970,100.0,1,3,3,1,0,39.97971,116.37917,0,5,1.0,2,3,5,100,1,6,34,57,70,54,23,667.0,100,10,10,10,10,10,10,0,0,0,2,2,0,0,2.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4294,100.0,1,5,5,1,0,39.9371,116.40862,0,3,1.5,2,2,1,0,1,29,59,89,364,5,4,457.0,92,10,9,9,9,10,8,0,0,0,5,2,3,0,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2830,90.0,0,6,6,1,1,39.90876,116.57986000000001,1,2,1.0,1,1,1,0,1,30,60,90,365,11,5,659.0,93,10,9,10,10,10,9,1,0,0,5,5,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4957,100.0,1,42,42,1,0,39.906659999999995,116.27326000000001,1,6,1.0,1,2,1,0,1,6,36,66,341,12,9,452.0,97,10,10,10,10,10,10,1,0,0,41,41,0,0,0.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1710,91.0,0,7,7,1,0,39.94212,116.41297,0,10,5.0,5,5,1,0,1,29,58,88,363,17,2,872.0,94,10,9,10,10,10,9,1,0,0,7,1,6,0,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13532,100.0,1,2,2,1,0,39.93944000000001,116.4475,0,2,1.0,1,1,1,0,1,12,39,69,160,5,5,105.0,100,10,10,10,10,10,10,1,0,0,2,0,2,0,1.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7141,100.0,0,1,1,1,0,40.41066,116.33242,0,7,2.0,3,3,1,0,1,22,52,82,172,4,4,286.0,100,10,10,10,10,10,10,1,0,0,1,1,0,0,0.42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14737,100.0,1,10,10,1,0,39.89502,116.45313,1,3,1.0,1,2,2,100,1,23,53,82,82,1,1,33.0,100,10,10,10,10,10,10,1,0,0,10,6,4,0,0.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
9651,100.0,0,3,3,1,0,39.76714000000001,116.40746999999999,0,16,2.0,5,8,1,0,1,30,60,90,365,1,1,226.0,100,10,10,10,10,10,10,0,0,0,3,3,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
17,100.0,0,6,6,1,0,39.92412,116.37063,1,16,8.0,8,8,1,200,1,30,60,90,365,11,1,2217.0,93,9,9,9,9,9,9,0,1,1,4,0,4,0,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
13919,100.0,0,28,28,1,0,39.986979999999996,116.29965,1,1,1.0,1,1,1,0,1,30,60,90,365,2,2,73.0,100,10,10,10,10,10,10,1,0,0,27,3,0,24,0.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4227,100.0,1,2,2,1,1,39.87735,116.46763999999999,0,1,1.0,1,1,1,0,1,27,57,87,87,18,17,540.0,97,10,10,10,10,10,10,1,0,0,2,0,2,0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6214,100.0,1,2,2,1,0,39.838609999999996,116.37199,0,2,1.0,1,1,2,50,1,28,58,88,88,49,46,374.0,98,10,10,10,10,10,10,1,0,0,1,1,0,0,3.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
16096,100.0,0,15,15,1,0,40.60931,116.79278000000001,0,13,2.0,6,1,1,0,1,29,59,89,364,1,1,19.0,100,10,10,10,10,10,10,1,0,0,15,12,3,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
12147,99.0,0,42,42,1,1,39.921209999999995,116.51461,1,2,1.0,1,1,1,0,1,28,58,88,363,4,4,151.0,95,10,10,10,10,10,10,1,0,0,20,19,1,0,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15736,100.0,0,2,2,1,0,40.02606,116.27285,1,2,1.0,1,0,1,0,1,8,8,8,8,3,3,44.0,100,9,8,9,10,9,10,1,0,0,1,0,1,0,1.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2933,90.0,0,8,8,1,1,39.93371,116.30933999999999,0,2,1.0,1,1,1,0,2,30,60,90,365,4,2,605.0,100,10,10,10,10,10,10,0,0,0,8,2,5,1,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
11477,100.0,0,15,15,1,0,39.92078,116.65691000000001,1,2,1.0,1,1,1,0,1,30,60,90,365,1,1,168.0,100,10,10,10,10,10,10,1,0,0,15,15,0,0,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
14139,100.0,1,7,7,1,0,39.98742,116.47412,1,5,1.0,1,3,3,35,1,20,50,80,171,8,8,75.0,98,10,9,10,10,10,10,1,0,0,7,3,4,0,3.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4222,100.0,0,3,3,1,0,39.98896,116.4836,1,2,2.0,1,1,1,35,3,27,57,87,88,12,12,279.0,97,10,10,10,10,10,10,1,0,0,3,1,2,0,1.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
8132,96.53,0,3,3,1,0,39.82844,116.4777,0,2,1.0,1,1,1,150,1,30,60,90,365,1,1,226.0,100,10,8,10,10,8,10,1,0,0,2,0,2,0,0.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
6820,100.0,1,1,1,1,0,39.89375,116.45908999999999,0,2,1.0,0,1,1,0,1,17,17,35,310,13,13,337.0,98,10,10,10,10,10,10,1,0,0,1,1,0,0,1.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4946,100.0,0,9,9,1,0,39.91755,116.28934,0,3,1.0,1,1,1,100,2,30,60,90,365,1,1,323.0,100,10,10,10,10,10,10,1,0,0,9,9,0,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13815,100.0,1,27,27,1,0,39.896029999999996,116.43536,1,4,1.0,1,2,1,0,1,11,29,50,51,8,8,81.0,98,10,10,10,10,10,10,1,0,0,27,27,0,0,2.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1050,100.0,0,3,3,1,0,39.93091,116.38736999999999,0,4,1.0,2,2,1,0,1,15,45,75,350,59,2,1004.0,94,9,9,10,10,10,9,0,0,0,3,3,0,0,1.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6287,100.0,0,11,11,1,0,39.91941,116.4406,1,2,1.0,1,1,1,0,1,29,59,89,364,1,1,139.0,60,10,2,10,10,10,6,0,0,0,11,11,0,0,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3047,90.0,1,2,2,1,0,39.89653,116.45187,0,4,1.0,2,2,1,0,1,28,58,88,363,3,3,100.0,93,10,9,10,10,10,10,0,0,0,2,1,1,0,0.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15233,100.0,0,1,1,1,0,40.64788,117.27073999999999,1,2,1.0,1,1,2,100,1,29,59,89,90,6,6,45.0,97,10,10,10,10,9,9,1,0,0,1,1,0,0,3.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3378,100.0,0,10,10,1,0,39.87119000000001,116.45074,0,7,1.0,3,4,7,60,1,30,60,90,91,7,3,618.0,97,10,10,10,10,10,9,1,0,0,10,7,2,1,0.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
14945,100.0,1,6,6,1,0,39.86962,116.30103000000001,0,6,1.0,2,3,1,0,1,0,0,0,263,1,1,45.0,60,6,6,10,10,10,4,1,0,0,6,4,2,0,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
184,100.0,0,7,7,1,1,39.94025,116.4358,0,2,1.0,0,1,1,0,1,0,0,0,140,61,0,1429.0,99,10,10,10,10,10,10,0,0,0,7,7,0,0,1.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2923,100.0,1,8,8,1,1,39.910090000000004,116.50051,0,1,1.0,1,1,1,50,1,5,35,65,340,5,2,671.0,96,10,9,10,10,10,10,0,0,0,8,3,5,0,0.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
